"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"GERCBUS","201903","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","201904","3.255","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","201905","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","201906","3.255","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","201907","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","201908","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","201909","3.255","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","201910","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","201911","3.255","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","201912","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","201913","39.6","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202001","3.354","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202002","3.138","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202003","3.354","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202004","3.246","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202005","3.354","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202006","3.246","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202007","3.354","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202008","3.354","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202009","3.246","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202010","3.354","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202011","3.246","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202012","3.354","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202013","39.6","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202101","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202102","3.038","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202103","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202104","3.255","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202105","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202106","3.255","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202107","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202108","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202109","3.255","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202110","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202111","3.255","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202112","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202113","39.6","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202201","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202202","3.038","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202203","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202204","3.255","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202205","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202206","3.255","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202207","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202208","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202209","3.255","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"GERCBUS","202210","3.363","1","Geothermal Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","194913","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","195013","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","195113","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","195213","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","195313","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","195413","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","195513","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","195613","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","195713","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","195813","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","195913","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","196013","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","196113","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","196213","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","196313","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","196413","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","196513","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","196613","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","196713","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","196813","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","196913","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197013","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197113","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197213","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197301","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197302","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197303","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197304","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197305","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197306","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197307","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197308","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197309","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197310","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197311","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197312","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197313","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197401","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197402","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197403","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197404","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197405","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197406","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197407","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197408","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197409","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197410","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197411","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197412","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197413","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197501","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197502","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197503","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197504","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197505","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197506","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197507","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197508","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197509","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197510","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197511","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197512","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197513","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197601","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197602","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197603","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197604","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197605","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197606","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197607","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197608","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197609","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197610","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197611","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197612","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197613","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197701","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197702","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197703","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197704","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197705","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197706","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197707","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197708","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197709","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197710","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197711","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197712","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197713","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197801","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197802","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197803","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197804","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197805","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197806","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197807","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197808","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197809","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197810","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197811","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197812","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197813","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197901","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197902","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197903","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197904","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197905","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197906","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197907","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197908","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197909","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197910","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197911","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197912","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","197913","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198001","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198002","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198003","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198004","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198005","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198006","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198007","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198008","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198009","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198010","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198011","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198012","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198013","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198101","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198102","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198103","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198104","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198105","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198106","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198107","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198108","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198109","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198110","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198111","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198112","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198113","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198201","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198202","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198203","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198204","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198205","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198206","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198207","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198208","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198209","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198210","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198211","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198212","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198213","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198301","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198302","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198303","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198304","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198305","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198306","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198307","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198308","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198309","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198310","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198311","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198312","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198313","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198401","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198402","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198403","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198404","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198405","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198406","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198407","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198408","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198409","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198410","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198411","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198412","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198413","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198501","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198502","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198503","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198504","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198505","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198506","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198507","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198508","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198509","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198510","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198511","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198512","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198513","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198601","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198602","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198603","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198604","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198605","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198606","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198607","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198608","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198609","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198610","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198611","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198612","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198613","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198701","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198702","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198703","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198704","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198705","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198706","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198707","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198708","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198709","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198710","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198711","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198712","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198713","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198801","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198802","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198803","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198804","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198805","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198806","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198807","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198808","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198809","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198810","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198811","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198812","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198813","Not Available","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198901","2.798","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198902","3.016","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198903","4.156","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198904","4.581","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198905","5.057","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198906","5.102","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198907","5.356","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198908","5.301","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198909","4.835","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198910","4.406","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198911","3.614","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198912","3.431","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","198913","51.654","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","199001","2.965","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","199002","3.196","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","199003","4.403","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","199004","4.853","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","199005","5.357","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","199006","5.406","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","199007","5.675","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","199008","5.616","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","199009","5.122","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","199010","4.668","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
"SORCBUS","199011","3.829","2","Solar Energy Consumed by the Residential Sector","Trillion Btu"
